,avgoktas,coolingdegreedays,coolingdegreedaysnormal,date.ampm,date.day,date.epoch,date.hour,date.iso8601,date.min,date.month,date.monthname,date.monthname_short,date.pretty,date.rfc822,date.sec,date.tz_long,date.tz_offset_hours,date.tz_offset_text,date.tz_short,date.weekday,date.weekday_short,date.yday,date.year,dewpoint,fog,gdegreedays,hail,heatingdegreedays,heatingdegreedaysnormal,humidity,icon,max_dewpoint,max_humidity,max_pressure,max_temperature,max_temperature_normal,max_temperature_record,max_temperature_record_year,max_visibility,max_wind_speed,min_dewpoint,min_humidity,min_pressure,min_temperature,min_temperature_normal,min_temperature_record,min_temperature_record_year,min_visibility,min_wind_speed,monthtodatecoolingdegreedays,monthtodatecoolingdegreedaysnormal,monthtodateheatingdegreedays,monthtodateheatingdegreedaysnormal,monthtodateprecipitation,monthtodateprecipitationnormal,monthtodatesnowfall,precip,precipnormal,preciprecord,preciprecordyear,precipsource,pressure,rain,since1jancoolingdegreedays,since1jancoolingdegreedaysnormal,since1janprecipitation,since1janprecipitationnormal,since1julheatingdegreedays,since1julheatingdegreedaysnormal,since1julsnowfall,since1sepcoolingdegreedays,since1sepcoolingdegreedaysnormal,since1sepheatingdegreedays,since1sepheatingdegreedaysnormal,snow,snowdepth,snowfall,temperature,temperature_normal,thunder,tornado,visibility,wind_dir,wind_dir_degrees,wind_speed
255,4.0,6,,PM,13,1189656000,12,2007-09-13T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 13, 2007","Thu, 13 Sep 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Thursday,Thu,255,2007,63,0,22,0,0,,,rain,64,88,30.06,77,79,91,1998,6.0,9,61,57,29.92,66,66,64,1997,2.0,0,,,,,,,,0.0,0.07,0.0,2018,,29.98,1,,,,,,,,,,,,0,,0.0,72,,0,0,6.0,,,4
256,0.0,10,,PM,14,1189742400,12,2007-09-14T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 14, 2007","Fri, 14 Sep 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Friday,Fri,256,2007,60,0,25,0,0,,,clear,63,94,30.04,86,79,91,1998,4.0,9,52,31,29.86,64,66,62,2002,2.0,0,,,,,,,,0.0,0.07,0.0,2018,,29.96,0,,,,,,,,,,,,0,,0.0,75,,0,0,4.0,,,3
257,0.0,9,,PM,15,1189828800,12,2007-09-15T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 15, 2007","Sat, 15 Sep 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Saturday,Sat,257,2007,61,0,24,0,0,,,clear,64,94,29.92,86,78,89,2000,6.0,7,55,37,29.74,62,66,59,2002,1.0,0,,,,,,,,0.0,0.07,0.0,2018,,29.84,0,,,,,,,,,,,,0,,0.0,74,,0,0,4.0,,,2
258,5.0,4,,PM,16,1189915200,12,2007-09-16T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 16, 2007","Sun, 16 Sep 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Sunday,Sun,258,2007,63,0,20,0,0,,,rain,66,88,29.95,73,78,87,2000,6.0,9,61,69,29.8,66,66,60,2012,2.0,2,,,,,,,,0.0,0.07,0.0,2018,,29.85,1,,,,,,,,,,,,0,,0.0,70,,0,0,5.0,,,4
259,3.0,9,,PM,17,1190001600,12,2007-09-17T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 17, 2007","Mon, 17 Sep 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Monday,Mon,259,2007,60,0,24,0,0,,,rain,64,88,30.15,82,77,91,2010,6.0,11,55,45,29.95,66,65,60,2012,2.0,0,,,,,,,,0.0,0.07,0.0,2018,,30.05,1,,,,,,,,,,,,0,,0.0,74,,0,0,4.0,,,3
260,0.0,7,,PM,18,1190088000,12,2007-09-18T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 18, 2007","Tue, 18 Sep 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Tuesday,Tue,260,2007,58,0,22,0,0,,,clear,63,94,30.06,84,77,93,2010,6.0,7,54,35,29.89,60,65,59,2012,2.0,0,,,,,,,,0.0,0.08,0.0,2018,,29.99,0,,,,,,,,,,,,0,,0.0,72,,0,0,4.0,,,3
261,0.0,9,,PM,19,1190174400,12,2007-09-19T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 19, 2007","Wed, 19 Sep 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Wednesday,Wed,261,2007,60,0,24,0,0,,,clear,63,88,30.04,86,76,93,2010,5.0,4,55,37,29.89,62,65,59,1997,1.0,0,,,,,,,,0.0,0.08,0.0,2018,,29.97,0,,,,,,,,,,,,0,,0.0,74,,0,0,3.0,,,2
262,0.0,12,,PM,20,1190260800,12,2007-09-20T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 20, 2007","Thu, 20 Sep 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Thursday,Thu,262,2007,59,0,28,0,0,,,clear,64,88,30.06,89,76,95,2010,4.0,7,50,26,29.95,66,65,59,1997,1.0,0,,,,,,,,0.0,0.08,0.0,2018,,30.01,0,,,,,,,,,,,,0,,0.0,78,,0,0,2.0,,,3
263,0.0,9,,PM,21,1190347200,12,2007-09-21T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 21, 2007","Fri, 21 Sep 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Friday,Fri,263,2007,60,0,24,0,0,,,clear,63,94,30.09,86,75,87,2008,6.0,7,52,31,29.92,62,65,59,2011,1.0,0,,,,,,,,0.0,0.09,0.0,2018,,30.01,0,,,,,,,,,,,,0,,0.0,74,,0,0,4.0,,,3
264,1.0,10,,PM,22,1190433600,12,2007-09-22T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 22, 2007","Sat, 22 Sep 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Saturday,Sat,264,2007,64,0,24,0,0,,,mostlysunny,66,83,30.04,80,75,91,2008,2.0,7,61,51,29.95,69,65,59,2011,1.0,0,,,,,,,,0.0,0.09,0.0,2018,,30.0,0,,,,,,,,,,,,0,,0.0,74,,0,0,1.0,,,2
265,2.0,8,,PM,23,1190520000,12,2007-09-23T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 23, 2007","Sun, 23 Sep 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Sunday,Sun,265,2007,61,0,23,0,0,,,mostlysunny,64,83,30.04,78,75,86,2008,4.0,7,59,51,29.92,68,64,59,2002,1.0,2,,,,,,,,0.0,0.08,0.0,2018,,29.99,0,,,,,,,,,,,,0,,0.0,73,,0,0,2.0,,,3
266,1.0,9,,PM,24,1190606400,12,2007-09-24T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 24, 2007","Mon, 24 Sep 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Monday,Mon,266,2007,62,0,24,0,0,,,mostlysunny,63,88,30.01,82,74,84,2013,4.0,4,59,48,29.92,66,64,57,2002,1.0,0,,,,,,,,0.0,0.08,0.0,2018,,29.97,0,,,,,,,,,,,,0,,0.0,74,,0,0,2.0,,,2
267,1.0,8,,PM,25,1190692800,12,2007-09-25T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 25, 2007","Tue, 25 Sep 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Tuesday,Tue,267,2007,63,1,23,0,0,,,rain,64,88,30.09,80,74,84,2000,5.0,7,59,51,29.95,66,64,59,2002,1.0,0,,,,,,,,0.0,0.08,0.0,2018,,30.01,1,,,,,,,,,,,,0,,0.0,73,,0,0,2.0,,,2
268,1.0,8,,PM,26,1190779200,12,2007-09-26T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 26, 2007","Wed, 26 Sep 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Wednesday,Wed,268,2007,65,0,24,0,0,,,mostlysunny,66,88,29.98,78,74,80,2010,2.0,9,63,61,29.8,69,64,57,1997,1.0,0,,,,,,,,0.0,0.07,0.0,2018,,29.89,0,,,,,,,,,,,,0,,0.0,74,,0,0,1.0,,,2
269,3.0,8,,PM,27,1190865600,12,2007-09-27T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 27, 2007","Thu, 27 Sep 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Thursday,Thu,269,2007,66,1,24,0,0,,,tstorms,66,88,29.92,78,74,86,2016,4.0,9,64,65,29.77,69,64,53,1997,1.0,0,,,,,,,,0.0,0.06,0.0,2018,,29.84,1,,,,,,,,,,,,0,,0.0,74,,1,0,2.0,,,4
270,4.0,2,,PM,28,1190952000,12,2007-09-28T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 28, 2007","Fri, 28 Sep 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Friday,Fri,270,2007,64,0,18,0,0,,,tstorms,66,94,29.92,69,73,86,2014,6.0,11,61,78,29.83,66,63,59,2013,1.0,2,,,,,,,,0.0,0.06,0.0,2018,,29.87,1,,,,,,,,,,,,0,,0.0,68,,1,0,4.0,,,6
271,5.0,4,,PM,29,1191038400,12,2007-09-29T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 29, 2007","Sat, 29 Sep 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Saturday,Sat,271,2007,64,0,18,0,0,,,rain,66,94,29.98,71,73,84,1998,3.0,7,63,78,29.86,66,63,60,1997,1.0,2,,,,,,,,0.0,0.06,0.0,2018,,29.91,1,,,,,,,,,,,,0,,0.0,68,,0,0,2.0,,,3
272,6.0,4,,PM,30,1191124800,12,2007-09-30T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 30, 2007","Sun, 30 Sep 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Sunday,Sun,272,2007,66,1,20,0,0,,,rain,66,94,29.92,71,72,84,2016,3.0,7,64,83,29.77,68,62,59,2011,1.0,0,,,,,,,,0.0,0.06,0.0,2018,,29.85,1,,,,,,,,,,,,0,,0.0,70,,0,0,2.0,,,3
273,5.0,2,,PM,1,1191211200,12,2007-10-01T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 01, 2007","Mon, 01 Oct 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Monday,Mon,273,2007,64,0,18,0,0,,,rain,66,94,29.98,71,72,89,2016,6.0,16,61,78,29.83,64,62,53,2004,1.0,2,,,,,,,,0.0,0.06,0.0,2018,,29.89,1,,,,,,,,,,,,0,,0.0,68,,0,0,4.0,,,6
274,6.0,1,,PM,2,1191297600,12,2007-10-02T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 02, 2007","Tue, 02 Oct 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Tuesday,Tue,274,2007,62,0,16,0,0,,,rain,63,94,30.01,68,72,89,2016,6.0,7,61,78,29.89,64,61,51,2004,2.0,0,,,,,,,,0.0,0.05,0.0,2018,,29.95,1,,,,,,,,,,,,0,,0.0,66,,0,0,5.0,,,4
275,6.0,2,,PM,3,1191384000,12,2007-10-03T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 03, 2007","Wed, 03 Oct 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Wednesday,Wed,275,2007,64,0,18,0,0,,,rain,66,94,29.98,69,72,89,2016,4.0,2,63,88,29.89,66,61,57,2004,1.0,0,,,,,,,,0.0,0.05,0.0,2018,,29.93,1,,,,,,,,,,,,0,,0.0,68,,0,0,2.0,,,2
276,6.0,6,,PM,4,1191470400,12,2007-10-04T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 04, 2007","Thu, 04 Oct 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Thursday,Thu,276,2007,66,0,20,0,0,,,rain,68,94,29.98,73,72,87,2016,2.0,4,64,83,29.89,68,61,55,2004,1.0,0,,,,,,,,0.0,0.05,0.0,2018,,29.92,1,,,,,,,,,,,,0,,0.0,70,,0,0,1.0,,,1
277,4.0,10,,PM,5,1191556800,12,2007-10-05T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 05, 2007","Fri, 05 Oct 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Friday,Fri,277,2007,68,0,26,0,0,,,rain,70,94,29.92,82,72,86,2014,2.0,7,66,62,29.74,69,61,53,2004,1.0,0,,,,,,,,0.0,0.05,0.0,2018,,29.83,1,,,,,,,,,,,,0,,0.0,76,,0,0,2.0,,,3
278,5.0,8,,PM,6,1191643200,12,2007-10-06T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 06, 2007","Sat, 06 Oct 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Saturday,Sat,278,2007,67,0,24,0,0,,,rain,70,94,29.86,78,72,84,2000,6.0,18,61,69,29.74,69,61,55,2004,1.0,2,,,,,,,,0.0,0.06,0.0,2018,,29.8,1,,,,,,,,,,,,0,,0.0,74,,0,0,3.0,,,5
279,6.0,0,,PM,7,1191729600,12,2007-10-07T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 07, 2007","Sun, 07 Oct 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Sunday,Sun,279,2007,59,0,15,0,0,,,rain,63,88,30.01,68,72,84,2002,6.0,13,55,73,29.83,62,61,51,2004,2.0,2,,,,,,,,0.0,0.05,0.0,2018,,29.9,1,,,,,,,,,,,,0,,0.0,65,,0,0,6.0,,,6
280,6.0,0,,PM,8,1191816000,12,2007-10-08T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 08, 2007","Mon, 08 Oct 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Monday,Mon,280,2007,54,0,10,0,6,,,rain,57,94,30.06,60,71,86,2013,6.0,20,52,72,29.98,59,60,59,2002,6.0,2,,,,,,,,0.0,0.05,0.0,2018,,30.02,1,,,,,,,,,,,,0,,0.0,60,,0,0,6.0,,,10
281,6.0,0,,PM,9,1191902400,12,2007-10-09T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 09, 2007","Tue, 09 Oct 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Tuesday,Tue,281,2007,55,0,8,0,7,,,rain,55,94,30.09,59,71,84,2013,6.0,9,54,82,29.98,57,60,57,2007,2.0,2,,,,,,,,0.0,0.05,0.0,2018,,30.03,1,,,,,,,,,,,,0,,0.0,58,,0,0,3.0,,,5
282,5.0,0,,PM,10,1191988800,12,2007-10-10T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 10, 2007","Wed, 10 Oct 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Wednesday,Wed,282,2007,54,0,10,0,6,,,rain,55,94,30.18,62,71,86,2013,6.0,9,52,72,30.01,57,60,51,2018,2.0,0,,,,,,,,0.0,0.05,0.0,2018,,30.1,1,,,,,,,,,,,,0,,0.0,60,,0,0,4.0,,,5
283,3.0,0,,PM,11,1192075200,12,2007-10-11T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 11, 2007","Thu, 11 Oct 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Thursday,Thu,283,2007,52,0,12,0,4,,,partlycloudy,55,88,30.24,64,70,86,2013,6.0,9,48,59,30.12,59,59,57,2017,1.0,0,,,,,,,,0.0,0.04,0.0,2018,,30.17,0,,,,,,,,,,,,0,,0.0,62,,0,0,4.0,,,2
284,5.0,0,,PM,12,1192161600,12,2007-10-12T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 12, 2007","Fri, 12 Oct 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Friday,Fri,284,2007,53,0,10,0,4,,,rain,54,88,30.33,64,70,84,2013,6.0,7,50,63,30.21,57,59,57,2000,2.0,2,,,,,,,,0.0,0.04,0.0,2018,,30.26,1,,,,,,,,,,,,0,,0.0,60,,0,0,5.0,,,3
285,3.0,0,,PM,13,1192248000,12,2007-10-13T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 13, 2007","Sat, 13 Oct 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Saturday,Sat,285,2007,52,0,12,0,4,,,rain,55,88,30.39,64,69,84,2013,6.0,4,46,52,30.27,59,59,33,2004,3.0,0,,,,,,,,0.0,0.04,0.0,2018,,30.33,1,,,,,,,,,,,,0,,0.0,62,,0,0,5.0,,,2
286,3.0,0,,PM,14,1192334400,12,2007-10-14T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 14, 2007","Sun, 14 Oct 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Sunday,Sun,286,2007,52,0,12,0,2,,,rain,55,88,30.42,68,69,80,1997,6.0,7,46,49,30.3,57,59,53,2000,2.0,0,,,,,,,,0.0,0.04,0.0,2018,,30.37,1,,,,,,,,,,,,0,,0.0,62,,0,0,5.0,,,2
287,3.0,0,,PM,15,1192420800,12,2007-10-15T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 15, 2007","Mon, 15 Oct 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Monday,Mon,287,2007,53,0,14,0,1,,,partlycloudy,55,88,30.45,71,69,82,2002,6.0,4,46,43,30.3,57,58,55,2004,1.0,0,,,,,,,,0.0,0.04,0.0,2018,,30.38,0,,,,,,,,,,,,0,,0.0,64,,0,0,5.0,,,3
288,3.0,0,,PM,16,1192507200,12,2007-10-16T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 16, 2007","Tue, 16 Oct 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Tuesday,Tue,288,2007,54,0,14,0,1,,,partlycloudy,55,88,30.39,69,68,80,2015,6.0,7,52,53,30.21,59,58,55,2000,2.0,0,,,,,,,,0.0,0.04,0.0,2018,,30.31,0,,,,,,,,,,,,0,,0.0,64,,0,0,4.0,,,3
289,4.0,0,,PM,17,1192593600,12,2007-10-17T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 17, 2007","Wed, 17 Oct 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Wednesday,Wed,289,2007,57,0,10,0,4,,,rain,57,94,30.3,62,68,82,2002,4.0,4,55,77,30.15,59,58,51,2000,1.0,0,,,,,,,,0.0,0.04,0.0,2018,,30.23,1,,,,,,,,,,,,0,,0.0,60,,0,0,2.0,,,2
290,4.0,0,,PM,18,1192680000,12,2007-10-18T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 18, 2007","Thu, 18 Oct 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Thursday,Thu,290,2007,55,0,10,0,4,,,rain,57,94,30.39,62,68,80,2015,5.0,7,54,72,30.18,59,58,57,2011,1.0,0,,,,,,,,0.0,0.04,0.0,2018,,30.27,1,,,,,,,,,,,,0,,0.0,60,,0,0,3.0,,,3
291,3.0,0,,PM,19,1192766400,12,2007-10-19T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 19, 2007","Fri, 19 Oct 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Friday,Fri,291,2007,53,0,10,0,4,,,rain,55,88,30.39,66,68,80,2006,6.0,7,48,52,30.24,55,57,55,2007,3.0,0,,,,,,,,0.0,0.04,0.0,2018,,30.32,1,,,,,,,,,,,,0,,0.0,60,,0,0,5.0,,,3
292,3.0,0,,PM,20,1192852800,12,2007-10-20T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 20, 2007","Sat, 20 Oct 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Saturday,Sat,292,2007,52,0,12,0,4,,,rain,55,94,30.27,66,68,80,2015,5.0,4,46,49,30.12,57,57,53,1997,2.0,0,,,,,,,,0.0,0.04,0.0,2018,,30.2,1,,,,,,,,,,,,0,,0.0,62,,0,0,3.0,,,2
293,2.0,0,,PM,21,1192939200,12,2007-10-21T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 21, 2007","Sun, 21 Oct 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Sunday,Sun,293,2007,54,0,12,0,4,,,mostlysunny,55,94,30.15,68,68,80,1997,5.0,9,52,60,30.04,55,57,53,1997,2.0,0,,,,,,,,0.0,0.03,0.0,2018,,30.1,0,,,,,,,,,,,,0,,0.0,62,,0,0,3.0,,,2
294,1.0,0,,PM,22,1193025600,12,2007-10-22T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 22, 2007","Mon, 22 Oct 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Monday,Mon,294,2007,55,0,12,0,3,,,mostlysunny,57,94,30.12,69,67,77,1997,6.0,7,52,56,30.01,55,57,51,2002,1.0,0,,,,,,,,0.0,0.03,0.0,2018,,30.08,0,,,,,,,,,,,,0,,0.0,62,,0,0,2.0,,,3
295,2.0,0,,PM,23,1193112000,12,2007-10-23T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 23, 2007","Tue, 23 Oct 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Tuesday,Tue,295,2007,57,0,14,0,1,,,rain,57,94,30.18,69,67,77,1997,3.0,7,55,60,30.01,59,57,48,2002,1.0,0,,,,,,,,0.0,0.03,0.0,2018,,30.08,1,,,,,,,,,,,,0,,0.0,64,,0,0,2.0,,,2
296,3.0,0,,PM,24,1193198400,12,2007-10-24T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 24, 2007","Wed, 24 Oct 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Wednesday,Wed,296,2007,57,0,14,0,0,,,partlycloudy,59,88,30.21,69,67,77,2013,2.0,4,55,60,30.06,60,56,48,2002,1.0,0,,,,,,,,0.0,0.03,0.0,2018,,30.14,0,,,,,,,,,,,,0,,0.0,64,,0,0,1.0,,,2
297,2.0,0,,PM,25,1193284800,12,2007-10-25T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 25, 2007","Thu, 25 Oct 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Thursday,Thu,297,2007,59,1,14,0,1,,,hazy,61,88,30.18,66,66,75,1999,1.0,7,57,82,30.04,62,56,55,1997,0.0,0,,,,,,,,0.0,0.03,0.0,2018,,30.11,0,,,,,,,,,,,,0,,0.0,64,,0,0,1.0,,,2
298,3.0,2,,PM,26,1193371200,12,2007-10-26T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 26, 2007","Fri, 26 Oct 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Friday,Fri,298,2007,58,0,16,0,0,,,rain,59,88,30.12,73,66,75,1999,3.0,9,57,57,29.92,60,56,50,2010,1.0,0,,,,,,,,0.0,0.03,0.0,2018,,30.02,1,,,,,,,,,,,,0,,0.0,66,,0,0,2.0,,,3
299,3.0,0,,PM,27,1193457600,12,2007-10-27T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 27, 2007","Sat, 27 Oct 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Saturday,Sat,299,2007,59,0,15,0,0,,,rain,61,88,30.01,66,66,75,1999,2.0,4,57,73,29.86,64,55,50,1997,1.0,0,,,,,,,,0.0,0.03,0.0,2018,,29.96,1,,,,,,,,,,,,0,,0.0,65,,0,0,2.0,,,3
300,4.0,0,,PM,28,1193544000,12,2007-10-28T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 28, 2007","Sun, 28 Oct 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Sunday,Sun,300,2007,52,0,8,0,8,,,rain,61,88,30.24,64,66,78,2001,6.0,13,45,59,30.01,51,55,48,2011,2.0,2,,,,,,,,0.0,0.03,0.0,2018,,30.1,1,,,,,,,,,,,,0,,0.0,58,,0,0,5.0,,,4
301,5.0,0,,PM,29,1193630400,12,2007-10-29T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 29, 2007","Mon, 29 Oct 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Monday,Mon,301,2007,46,0,6,0,10,,,rain,50,94,30.33,60,66,77,2012,6.0,7,41,51,30.15,51,54,48,2010,2.0,0,,,,,,,,0.0,0.03,0.0,2018,,30.24,1,,,,,,,,,,,,0,,0.0,56,,0,0,5.0,,,3
302,3.0,0,,PM,30,1193716800,12,2007-10-30T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 30, 2007","Tue, 30 Oct 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Tuesday,Tue,302,2007,49,0,6,0,9,,,rain,50,88,30.24,59,66,78,2003,5.0,4,48,67,30.15,53,54,46,2010,1.0,0,,,,,,,,0.0,0.03,0.0,2018,,30.21,1,,,,,,,,,,,,0,,0.0,56,,0,0,3.0,,,2
303,3.0,0,,PM,31,1193803200,12,2007-10-31T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 31, 2007","Wed, 31 Oct 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Wednesday,Wed,303,2007,50,0,10,0,6,,,rain,52,88,30.39,66,66,75,2004,6.0,7,46,49,30.24,53,54,50,1997,1.0,0,,,,,,,,0.0,0.03,0.0,2018,,30.28,1,,,,,,,,,,,,0,,0.0,60,,0,0,3.0,,,2
304,4.0,0,,PM,1,1193889600,12,2007-11-01T12:00:00+0800,00,11,November,Nov,"12:00 PM CST on November 01, 2007","Thu, 01 Nov 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Thursday,Thu,304,2007,49,0,8,0,8,,,rain,52,88,30.57,60,67,73,2004,6.0,7,37,42,30.39,55,54,44,2000,2.0,0,,,,,,,,0.0,0.03,0.0,2018,,30.46,1,,,,,,,,,,,,0,,0.0,58,,0,0,3.0,,,2
305,2.0,0,,PM,2,1193976000,12,2007-11-02T12:00:00+0800,00,11,November,Nov,"12:00 PM CST on November 02, 2007","Fri, 02 Nov 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Friday,Fri,305,2007,47,0,7,0,8,,,mostlysunny,50,94,30.42,66,67,75,2003,6.0,7,41,42,30.12,48,54,46,2000,1.0,0,,,,,,,,0.0,0.03,0.0,2018,,30.25,0,,,,,,,,,,,,0,,0.0,57,,0,0,4.0,,,3
306,5.0,0,,PM,3,1194062400,12,2007-11-03T12:00:00+0800,00,11,November,Nov,"12:00 PM CST on November 03, 2007","Sat, 03 Nov 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Saturday,Sat,306,2007,49,0,6,0,8,,,partlysunny,52,88,30.3,62,67,75,2017,5.0,4,46,55,30.15,51,54,50,2000,1.0,0,,,,,,,,0.0,0.02,0.0,2018,,30.22,0,,,,,,,,,,,,0,,0.0,56,,0,0,3.0,,,1
307,2.0,0,,PM,4,1194148800,12,2007-11-04T12:00:00+0800,00,11,November,Nov,"12:00 PM CST on November 04, 2007","Sun, 04 Nov 2007 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Sunday,Sun,307,2007,50,1,9,0,6,,,hazy,55,94,30.3,68,66,73,1998,4.0,4,46,46,30.12,50,54,46,1997,0.0,0,,,,,,,,0.0,0.03,0.0,2018,,30.23,0,,,,,,,,,,,,0,,0.0,59,,0,0,2.0,,,1
